LinJ.31	1181282	1181382	4601
LinJ.31	1181382	1181482	5328
LinJ.31	1181482	1181582	5798
LinJ.31	1181582	1181682	5061
LinJ.31	1181682	1181782	5879
LinJ.31	1181782	1181882	7115
LinJ.31	1181882	1181982	7345
LinJ.31	1181982	1182082	6529
LinJ.31	1182082	1182182	4922
LinJ.31	1182182	1182282	5170
LinJ.31	1182282	1182382	4202
LinJ.31	1182382	1182482	1767
LinJ.31	1182482	1182582	1991
LinJ.31	1182582	1182682	2967
LinJ.31	1182682	1182782	4339
LinJ.31	1182782	1182882	4971
LinJ.31	1182882	1182982	5244
LinJ.31	1182982	1183082	3257
LinJ.31	1183082	1183182	2875
LinJ.31	1183182	1183282	3000
LinJ.31	1183282	1183382	3473
LinJ.31	1183382	1183482	4432
LinJ.31	1183482	1183582	5080
LinJ.31	1183582	1183682	4971
LinJ.31	1183682	1183782	4668
LinJ.31	1183782	1183882	2556
LinJ.31	1183882	1183982	4146
LinJ.31	1183982	1184082	4686
LinJ.31	1184082	1184182	4685
LinJ.31	1184182	1184282	5388
LinJ.31	1184282	1184382	8280
LinJ.31	1184382	1184482	7907
LinJ.31	1184482	1184582	6802
LinJ.31	1184582	1184682	6222
LinJ.31	1184682	1184782	5203
LinJ.31	1184782	1184882	5976
LinJ.31	1184882	1184982	6556
LinJ.31	1184982	1185082	6766
LinJ.31	1185082	1185182	5147
LinJ.31	1185182	1185282	6747
LinJ.31	1185282	1185382	7585
LinJ.31	1185382	1185482	6928
LinJ.31	1185482	1185582	7603
LinJ.31	1185582	1185682	6671
LinJ.31	1185682	1185782	7357
LinJ.31	1185782	1185882	6374
LinJ.31	1185882	1185982	5338
LinJ.31	1185982	1186082	5707
LinJ.31	1186082	1186182	6589
LinJ.31	1186182	1186282	6224
LinJ.31	1186282	1186382	5471
LinJ.31	1186382	1186482	6455
LinJ.31	1186482	1186582	4615
LinJ.31	1186582	1186682	2832
LinJ.31	1186682	1186782	3933
LinJ.31	1186782	1186882	5906
LinJ.31	1186882	1186982	5917
LinJ.31	1186982	1187082	4670
LinJ.31	1187082	1187182	3975
LinJ.31	1187182	1187282	3971
LinJ.31	1187282	1187382	4608
LinJ.31	1187382	1187482	4452
LinJ.31	1187482	1187582	4146
LinJ.31	1187582	1187682	3793
LinJ.31	1187682	1187782	4937
LinJ.31	1187782	1187882	5303
LinJ.31	1187882	1187982	5773
LinJ.31	1187982	1188082	5204
LinJ.31	1188082	1188182	4063
LinJ.31	1188182	1188282	4374
LinJ.31	1188282	1188382	4698
LinJ.31	1188382	1188482	5191
LinJ.31	1188482	1188582	5559
LinJ.31	1188582	1188682	6554
LinJ.31	1188682	1188782	5525
LinJ.31	1188782	1188882	4519
LinJ.31	1188882	1188982	3759
LinJ.31	1188982	1189082	3756
LinJ.31	1189082	1189182	4368
LinJ.31	1189182	1189282	6075
LinJ.31	1189282	1189382	7122
LinJ.31	1189382	1189482	4888
LinJ.31	1189482	1189582	3601
LinJ.31	1189582	1189682	3257
LinJ.31	1189682	1189782	3663
LinJ.31	1189782	1189882	3453
LinJ.31	1189882	1189982	3057
LinJ.31	1189982	1190082	4257
LinJ.31	1190082	1190182	5055
LinJ.31	1190182	1190282	5596
LinJ.31	1190282	1190382	5559
LinJ.31	1190382	1190482	4502
LinJ.31	1190482	1190582	5201
LinJ.31	1190582	1190682	3986
LinJ.31	1190682	1190782	1817
LinJ.31	1190782	1190882	1266
LinJ.31	1190882	1190982	1927
LinJ.31	1190982	1191082	3013
LinJ.31	1191082	1191182	3658
LinJ.31	1191182	1191282	4482
LinJ.31	1191282	1191382	6083
LinJ.31	1191382	1191482	5788
LinJ.31	1191482	1191582	4090
LinJ.31	1191582	1191682	1520
LinJ.31	1191682	1191782	919
LinJ.31	1191782	1191882	351
LinJ.31	1191882	1191982	738
LinJ.31	1191982	1192082	2008
LinJ.31	1192082	1192182	3464
LinJ.31	1192182	1192282	4448
LinJ.31	1192282	1192382	4706
LinJ.31	1192382	1192406	1151
