LinJ.31	1181282	1181382	12082
LinJ.31	1181382	1181482	12617
LinJ.31	1181482	1181582	11506
LinJ.31	1181582	1181682	12196
LinJ.31	1181682	1181782	13911
LinJ.31	1181782	1181882	12881
LinJ.31	1181882	1181982	13255
LinJ.31	1181982	1182082	12521
LinJ.31	1182082	1182182	9722
LinJ.31	1182182	1182282	10248
LinJ.31	1182282	1182382	11469
LinJ.31	1182382	1182482	7225
LinJ.31	1182482	1182582	11091
LinJ.31	1182582	1182682	13041
LinJ.31	1182682	1182782	12444
LinJ.31	1182782	1182882	11205
LinJ.31	1182882	1182982	12463
LinJ.31	1182982	1183082	8217
LinJ.31	1183082	1183182	9136
LinJ.31	1183182	1183282	12011
LinJ.31	1183282	1183382	12744
LinJ.31	1183382	1183482	13054
LinJ.31	1183482	1183582	13116
LinJ.31	1183582	1183682	13640
LinJ.31	1183682	1183782	16561
LinJ.31	1183782	1183882	14323
LinJ.31	1183882	1183982	13580
LinJ.31	1183982	1184082	13086
LinJ.31	1184082	1184182	14830
LinJ.31	1184182	1184282	14871
LinJ.31	1184282	1184382	16873
LinJ.31	1184382	1184482	14499
LinJ.31	1184482	1184582	15415
LinJ.31	1184582	1184682	17614
LinJ.31	1184682	1184782	15505
LinJ.31	1184782	1184882	13397
LinJ.31	1184882	1184982	13348
LinJ.31	1184982	1185082	11947
LinJ.31	1185082	1185182	13176
LinJ.31	1185182	1185282	12622
LinJ.31	1185282	1185382	10064
LinJ.31	1185382	1185482	11201
LinJ.31	1185482	1185582	9060
LinJ.31	1185582	1185682	9790
LinJ.31	1185682	1185782	11501
LinJ.31	1185782	1185882	10823
LinJ.31	1185882	1185982	10338
LinJ.31	1185982	1186082	12008
LinJ.31	1186082	1186182	12479
LinJ.31	1186182	1186282	12442
LinJ.31	1186282	1186382	12128
LinJ.31	1186382	1186482	14433
LinJ.31	1186482	1186582	12083
LinJ.31	1186582	1186682	9761
LinJ.31	1186682	1186782	12419
LinJ.31	1186782	1186882	12855
LinJ.31	1186882	1186982	12594
LinJ.31	1186982	1187082	13285
LinJ.31	1187082	1187182	11026
LinJ.31	1187182	1187282	13326
LinJ.31	1187282	1187382	12146
LinJ.31	1187382	1187482	11797
LinJ.31	1187482	1187582	11256
LinJ.31	1187582	1187682	12777
LinJ.31	1187682	1187782	12809
LinJ.31	1187782	1187882	12589
LinJ.31	1187882	1187982	12373
LinJ.31	1187982	1188082	11701
LinJ.31	1188082	1188182	10789
LinJ.31	1188182	1188282	10849
LinJ.31	1188282	1188382	11274
LinJ.31	1188382	1188482	12319
LinJ.31	1188482	1188582	12017
LinJ.31	1188582	1188682	11966
LinJ.31	1188682	1188782	11727
LinJ.31	1188782	1188882	11092
LinJ.31	1188882	1188982	10837
LinJ.31	1188982	1189082	11785
LinJ.31	1189082	1189182	12253
LinJ.31	1189182	1189282	12565
LinJ.31	1189282	1189382	13421
LinJ.31	1189382	1189482	11480
LinJ.31	1189482	1189582	12610
LinJ.31	1189582	1189682	14497
LinJ.31	1189682	1189782	16137
LinJ.31	1189782	1189882	14064
LinJ.31	1189882	1189982	15131
LinJ.31	1189982	1190082	14745
LinJ.31	1190082	1190182	11459
LinJ.31	1190182	1190282	9279
LinJ.31	1190282	1190382	10211
LinJ.31	1190382	1190482	4068
LinJ.31	1190482	1190582	8467
LinJ.31	1190582	1190682	8015
LinJ.31	1190682	1190782	4188
LinJ.31	1190782	1190882	5690
LinJ.31	1190882	1190982	7250
LinJ.31	1190982	1191082	8894
LinJ.31	1191082	1191182	8429
LinJ.31	1191182	1191282	11516
LinJ.31	1191282	1191382	13445
LinJ.31	1191382	1191482	12279
LinJ.31	1191482	1191582	8802
LinJ.31	1191582	1191682	6780
LinJ.31	1191682	1191782	5968
LinJ.31	1191782	1191882	3910
LinJ.31	1191882	1191982	4869
LinJ.31	1191982	1192082	3824
LinJ.31	1192082	1192182	7310
LinJ.31	1192182	1192282	9117
LinJ.31	1192282	1192382	7384
LinJ.31	1192382	1192406	1212
