LinJ.31	1181282	1181382	9808
LinJ.31	1181382	1181482	9540
LinJ.31	1181482	1181582	9893
LinJ.31	1181582	1181682	9274
LinJ.31	1181682	1181782	9566
LinJ.31	1181782	1181882	10821
LinJ.31	1181882	1181982	10269
LinJ.31	1181982	1182082	8896
LinJ.31	1182082	1182182	7735
LinJ.31	1182182	1182282	6886
LinJ.31	1182282	1182382	7836
LinJ.31	1182382	1182482	5480
LinJ.31	1182482	1182582	5832
LinJ.31	1182582	1182682	8168
LinJ.31	1182682	1182782	9081
LinJ.31	1182782	1182882	7741
LinJ.31	1182882	1182982	8590
LinJ.31	1182982	1183082	6926
LinJ.31	1183082	1183182	7409
LinJ.31	1183182	1183282	9537
LinJ.31	1183282	1183382	8973
LinJ.31	1183382	1183482	8481
LinJ.31	1183482	1183582	10808
LinJ.31	1183582	1183682	11718
LinJ.31	1183682	1183782	10928
LinJ.31	1183782	1183882	11365
LinJ.31	1183882	1183982	10408
LinJ.31	1183982	1184082	9619
LinJ.31	1184082	1184182	10597
LinJ.31	1184182	1184282	9109
LinJ.31	1184282	1184382	10963
LinJ.31	1184382	1184482	10681
LinJ.31	1184482	1184582	10809
LinJ.31	1184582	1184682	11884
LinJ.31	1184682	1184782	10586
LinJ.31	1184782	1184882	10910
LinJ.31	1184882	1184982	11417
LinJ.31	1184982	1185082	9360
LinJ.31	1185082	1185182	8793
LinJ.31	1185182	1185282	9126
LinJ.31	1185282	1185382	6462
LinJ.31	1185382	1185482	9237
LinJ.31	1185482	1185582	9239
LinJ.31	1185582	1185682	6905
LinJ.31	1185682	1185782	9108
LinJ.31	1185782	1185882	9844
LinJ.31	1185882	1185982	8268
LinJ.31	1185982	1186082	9623
LinJ.31	1186082	1186182	10100
LinJ.31	1186182	1186282	9356
LinJ.31	1186282	1186382	7942
LinJ.31	1186382	1186482	9277
LinJ.31	1186482	1186582	11031
LinJ.31	1186582	1186682	8115
LinJ.31	1186682	1186782	8326
LinJ.31	1186782	1186882	8713
LinJ.31	1186882	1186982	8746
LinJ.31	1186982	1187082	9360
LinJ.31	1187082	1187182	8347
LinJ.31	1187182	1187282	8968
LinJ.31	1187282	1187382	8756
LinJ.31	1187382	1187482	9092
LinJ.31	1187482	1187582	9056
LinJ.31	1187582	1187682	8932
LinJ.31	1187682	1187782	7671
LinJ.31	1187782	1187882	9966
LinJ.31	1187882	1187982	9233
LinJ.31	1187982	1188082	8639
LinJ.31	1188082	1188182	8460
LinJ.31	1188182	1188282	8713
LinJ.31	1188282	1188382	9103
LinJ.31	1188382	1188482	8310
LinJ.31	1188482	1188582	8134
LinJ.31	1188582	1188682	8740
LinJ.31	1188682	1188782	8248
LinJ.31	1188782	1188882	8582
LinJ.31	1188882	1188982	8735
LinJ.31	1188982	1189082	7719
LinJ.31	1189082	1189182	8192
LinJ.31	1189182	1189282	8919
LinJ.31	1189282	1189382	9757
LinJ.31	1189382	1189482	8391
LinJ.31	1189482	1189582	8538
LinJ.31	1189582	1189682	9702
LinJ.31	1189682	1189782	9772
LinJ.31	1189782	1189882	8444
LinJ.31	1189882	1189982	9044
LinJ.31	1189982	1190082	9143
LinJ.31	1190082	1190182	6081
LinJ.31	1190182	1190282	6051
LinJ.31	1190282	1190382	6619
LinJ.31	1190382	1190482	2751
LinJ.31	1190482	1190582	4902
LinJ.31	1190582	1190682	4819
LinJ.31	1190682	1190782	2901
LinJ.31	1190782	1190882	4701
LinJ.31	1190882	1190982	4567
LinJ.31	1190982	1191082	5359
LinJ.31	1191082	1191182	5572
LinJ.31	1191182	1191282	7367
LinJ.31	1191282	1191382	6889
LinJ.31	1191382	1191482	7195
LinJ.31	1191482	1191582	6976
LinJ.31	1191582	1191682	2832
LinJ.31	1191682	1191782	3596
LinJ.31	1191782	1191882	3659
LinJ.31	1191882	1191982	5137
LinJ.31	1191982	1192082	4350
LinJ.31	1192082	1192182	5819
LinJ.31	1192182	1192282	7032
LinJ.31	1192282	1192382	7763
LinJ.31	1192382	1192406	2261
