LinJ.31	1181282	1181382	0
LinJ.31	1181382	1181482	0
LinJ.31	1181482	1181582	0
LinJ.31	1181582	1181682	0
LinJ.31	1181682	1181782	0
LinJ.31	1181782	1181882	0
LinJ.31	1181882	1181982	0
LinJ.31	1181982	1182082	0
LinJ.31	1182082	1182182	0
LinJ.31	1182182	1182282	0
LinJ.31	1182282	1182382	0
LinJ.31	1182382	1182482	0
LinJ.31	1182482	1182582	0
LinJ.31	1182582	1182682	0
LinJ.31	1182682	1182782	0
LinJ.31	1182782	1182882	0
LinJ.31	1182882	1182982	0
LinJ.31	1182982	1183082	0
LinJ.31	1183082	1183182	0
LinJ.31	1183182	1183282	0
LinJ.31	1183282	1183382	0
LinJ.31	1183382	1183482	0
LinJ.31	1183482	1183582	0
LinJ.31	1183582	1183682	0
LinJ.31	1183682	1183782	0
LinJ.31	1183782	1183882	0
LinJ.31	1183882	1183982	0
LinJ.31	1183982	1184082	0
LinJ.31	1184082	1184182	0
LinJ.31	1184182	1184282	0
LinJ.31	1184282	1184382	0
LinJ.31	1184382	1184482	0
LinJ.31	1184482	1184582	0
LinJ.31	1184582	1184682	0
LinJ.31	1184682	1184782	0
LinJ.31	1184782	1184882	0
LinJ.31	1184882	1184982	0
LinJ.31	1184982	1185082	0
LinJ.31	1185082	1185182	0
LinJ.31	1185182	1185282	0
LinJ.31	1185282	1185382	0
LinJ.31	1185382	1185482	0
LinJ.31	1185482	1185582	0
LinJ.31	1185582	1185682	0
LinJ.31	1185682	1185782	0
LinJ.31	1185782	1185882	0
LinJ.31	1185882	1185982	0
LinJ.31	1185982	1186082	0
LinJ.31	1186082	1186182	0
LinJ.31	1186182	1186282	0
LinJ.31	1186282	1186382	0
LinJ.31	1186382	1186482	0
LinJ.31	1186482	1186582	0
LinJ.31	1186582	1186682	0
LinJ.31	1186682	1186782	0
LinJ.31	1186782	1186882	0
LinJ.31	1186882	1186982	0
LinJ.31	1186982	1187082	0
LinJ.31	1187082	1187182	0
LinJ.31	1187182	1187282	0
LinJ.31	1187282	1187382	0
LinJ.31	1187382	1187482	0
LinJ.31	1187482	1187582	0
LinJ.31	1187582	1187682	0
LinJ.31	1187682	1187782	0
LinJ.31	1187782	1187882	0
LinJ.31	1187882	1187982	0
LinJ.31	1187982	1188082	0
LinJ.31	1188082	1188182	0
LinJ.31	1188182	1188282	0
LinJ.31	1188282	1188382	0
LinJ.31	1188382	1188482	0
LinJ.31	1188482	1188582	0
LinJ.31	1188582	1188682	0
LinJ.31	1188682	1188782	0
LinJ.31	1188782	1188882	0
LinJ.31	1188882	1188982	0
LinJ.31	1188982	1189082	0
LinJ.31	1189082	1189182	0
LinJ.31	1189182	1189282	0
LinJ.31	1189282	1189382	0
LinJ.31	1189382	1189482	0
LinJ.31	1189482	1189582	0
LinJ.31	1189582	1189682	0
LinJ.31	1189682	1189782	0
LinJ.31	1189782	1189882	0
LinJ.31	1189882	1189982	0
LinJ.31	1189982	1190082	0
LinJ.31	1190082	1190182	0
LinJ.31	1190182	1190282	0
LinJ.31	1190282	1190382	0
LinJ.31	1190382	1190482	0
LinJ.31	1190482	1190582	0
LinJ.31	1190582	1190682	0
LinJ.31	1190682	1190782	0
LinJ.31	1190782	1190882	0
LinJ.31	1190882	1190982	0
LinJ.31	1190982	1191082	0
LinJ.31	1191082	1191182	0
LinJ.31	1191182	1191282	0
LinJ.31	1191282	1191382	0
LinJ.31	1191382	1191482	0
LinJ.31	1191482	1191582	0
LinJ.31	1191582	1191682	0
LinJ.31	1191682	1191782	0
LinJ.31	1191782	1191882	0
LinJ.31	1191882	1191982	0
LinJ.31	1191982	1192082	0
LinJ.31	1192082	1192182	0
LinJ.31	1192182	1192282	0
LinJ.31	1192282	1192382	0
LinJ.31	1192382	1192406	0
